Model Name,ML Task,Is Training,Operation,Input Dims,Input Type
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[8, 100, 3500], [8, 3500, 32]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 3500], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[100, 1, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[8, 100, 32], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[8, 100, 32], [8, 32, 100]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::_softmax,"[[8, 100, 100], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[8, 100, 100], [8, 100, 32]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 100], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[100, 1, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[100, 1, 2048], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 2048], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[100, 1, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[100, 256], [256, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::norm,"[[1, 100, 768], [], [], []]","['float', 'Scalar', '', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[1, 100, 1], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 768], [1, 100, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[], [1, 100, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[100, 768], [768, 404]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[1, 100, 256], [1, 256, 56000]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::upsample_bilinear2d,"[[1, 100, 200, 280], [], [], [], []]","['float', '', 'Scalar', '', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::sigmoid,"[[1, 100, 100, 140]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::lt,"[[8, 100, 14000], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::eq,"[[8, 100], []]","['long int', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[288, 2], [], []]","['long int', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[288, 2], [], []]","['long int', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[14000, 1, 256], [14000, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[8, 100, 32], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::_softmax,"[[8, 100, 14000], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[8, 100, 14000], [8, 14000, 32]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 14000], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[100, 1, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[8, 100, 32], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[8, 100, 32], [8, 32, 100]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::_softmax,"[[8, 100, 100], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[8, 100, 100], [8, 100, 32]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 100], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[100, 1, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[100, 1, 2048], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 2048], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[100, 1, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[100, 256], [256, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::norm,"[[1, 100, 768], [], [], []]","['float', 'Scalar', '', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[1, 100, 1], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 768], [1, 100, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[], [1, 100, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[100, 768], [768, 404]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[1, 100, 256], [1, 256, 56000]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::upsample_bilinear2d,"[[1, 100, 200, 280], [], [], [], []]","['float', '', 'Scalar', '', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::sigmoid,"[[1, 100, 25, 35]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::lt,"[[8, 100, 875], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::upsample_bilinear2d,"[[1, 100, 200, 280], [], [], [], []]","['float', '', 'Scalar', '', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::gt,"[[1, 100, 25, 35], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::sum,"[[1, 100, 25, 35], [], [], []]","['float', '', 'Scalar', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 100, 1, 1], [], []]","['float', 'double', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 25, 35], [1, 100, 1, 1]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[1, 1536, 875], [1, 875, 100]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mean,"[[100, 1536, 1, 1], [], [], []]","['float', '', 'Scalar', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[100, 1, 1, 1536], [], [1536], [1536], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1536], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::gelu,"[[100, 1536], []]","['float', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1536], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[100, 1536], [1536, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 768], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::norm,"[[1, 100, 768], [], [], []]","['float', 'Scalar', '', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[1, 100, 1], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 768], [1, 100, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[], [1, 100, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[100, 768], [768, 404]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::_softmax,"[[1, 100, 151], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::sub,"[[], [1, 100, 1], []]","['double', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 100, 150], [1, 100, 1]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 100, 151], [], []]","['float', 'double', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::log,"[[1, 100, 151]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::upsample_bilinear2d,"[[1, 100, 200, 280], [], [], [], []]","['float', '', 'Scalar', '', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::upsample_bilinear2d,"[[1, 100, 800, 1099], [], [], [], []]","['float', '', 'Scalar', '', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::_softmax,"[[100, 151], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::sigmoid,"[[100, 364, 500]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::ne,"[[100], []]","['long int', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::gt,"[[100], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bitwise_and,"[[100], [100]]","['bool', 'bool']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[5, 1], [], []]","['long int', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[5, 1], [], []]","['long int', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[5, 1, 1], [5, 364, 500]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::eq,"[[364, 500], []]","['long int', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::ge,"[[364, 500], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::eq,"[[364, 500], []]","['long int', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::ge,"[[364, 500], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bitwise_and,"[[364, 500], [364, 500]]","['bool', 'bool']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::eq,"[[364, 500], []]","['long int', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::ge,"[[364, 500], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::eq,"[[364, 500], []]","['long int', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::ge,"[[364, 500], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bitwise_and,"[[364, 500], [364, 500]]","['bool', 'bool']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::eq,"[[364, 500], []]","['long int', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::ge,"[[364, 500], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::eq,"[[364, 500], []]","['long int', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::ge,"[[364, 500], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bitwise_and,"[[364, 500], [364, 500]]","['bool', 'bool']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::eq,"[[364, 500], []]","['long int', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::ge,"[[364, 500], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::eq,"[[364, 500], []]","['long int', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::ge,"[[364, 500], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bitwise_and,"[[364, 500], [364, 500]]","['bool', 'bool']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::eq,"[[364, 500], []]","['long int', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::ge,"[[364, 500], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::eq,"[[364, 500], []]","['long int', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::ge,"[[364, 500], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bitwise_and,"[[364, 500], [364, 500]]","['bool', 'bool']"
